PLAYER,TEAM,POSITION,AGE,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,POINTS,GP,MPG,ORPM,DRPM,RPM,WINS_RPM,PIE,PACE,W,SALARY_MILLIONS,SALARY_CLASS
Sean Kilpatrick,BKN,SG,0.38095238095238093,0.4271844660194175,0.4181034482758621,0.5533333333333332,0.3658536585365854,0.44000000000000006,0.341,0.29896907216494845,0.3206521739130434,0.468,0.5554285714285714,0.31521739130434784,0.3211009174311926,0.843,0.075,0.3894736842105263,0.3125,0.19642857142857145,0.3,0.038461538461538464,0.3333333333333333,0.43589743589743596,0.41082802547770697,0.85,0.6432584269662923,0.37264957264957266,0.1569416498993964,0.27762982689747007,0.1375824175824176,0.467479674796748,0.7175368139223566,0.21212121212121213,0.04817329453604915,0
James Johnson,MIA,PF,0.4761904761904763,0.4660194174757281,0.40086206896551724,0.6386666666666666,0.26829268292682934,0.34,0.34,0.3814432989690722,0.35869565217391297,0.5479999999999999,0.6114285714285714,0.2173913043478261,0.2568807339449541,0.7070000000000001,0.225,0.431578947368421,0.3828125,0.32142857142857145,0.5,0.4230769230769231,0.4035087719298245,0.6666666666666667,0.4012738853503185,0.925,0.7078651685393259,0.4145299145299145,0.5895372233400402,0.596537949400799,0.4232967032967033,0.5528455284552846,0.5015618027666222,0.6060606060606061,0.12835434852893632,1
Elfrid Payton,ORL,PG,0.1428571428571428,0.5048543689320388,0.44396551724137934,0.6279999999999999,0.12195121951219513,0.18000000000000002,0.274,0.4948453608247423,0.49456521739130427,0.509,0.5634285714285714,0.19565217391304351,0.2385321100917431,0.6920000000000001,0.275,0.37894736842105264,0.3671875,0.5803571428571429,0.55,0.1923076923076923,0.3859649122807018,0.5641025641025642,0.4012738853503185,1.0000000000000002,0.7640449438202248,0.47435897435897434,0.3158953722334004,0.4620505992010653,0.3384615384615385,0.540650406504065,0.5698348951361001,0.4393939393939394,0.08341416100872938,1
Dario Saric,PHI,PF,0.1428571428571428,0.4563106796116505,0.45689655172413796,0.5479999999999999,0.3170731707317074,0.42000000000000004,0.311,0.3505154639175258,0.3804347826086956,0.469,0.5348571428571428,0.22826086956521743,0.2477064220183486,0.782,0.35,0.5263157894736842,0.4921875,0.19642857142857145,0.35,0.15384615384615385,0.4035087719298245,0.5128205128205129,0.4012738853503185,0.9874999999999999,0.6769662921348316,0.2717948717948718,0.3319919517102616,0.31491344873502,0.17846153846153848,0.483739837398374,0.6278447121820618,0.42424242424242425,0.07403815066278693,1
Aaron Gordon,ORL,SF,0.09523809523809534,0.47572815533980584,0.4310344827586207,0.6053333333333333,0.24390243902439027,0.33,0.28800000000000003,0.4123711340206186,0.39673913043478254,0.528,0.5702857142857143,0.2173913043478261,0.2477064220183486,0.7190000000000001,0.375,0.37894736842105264,0.3984375,0.16964285714285715,0.4,0.1923076923076923,0.1929824561403509,0.5641025641025642,0.39808917197452226,0.975,0.7443820224719102,0.48547008547008547,0.3158953722334004,0.47070572569906793,0.33582417582417584,0.42276422764227645,0.5461847389558234,0.4393939393939394,0.1396702230843841,1
Rodney Hood,UTAH,SG,0.23809523809523814,0.4466019417475728,0.45258620689655177,0.5439999999999999,0.4634146341463415,0.52,0.371,0.2783505154639176,0.3206521739130434,0.44,0.5645714285714285,0.16304347826086957,0.17431192660550457,0.7829999999999999,0.075,0.3368421052631579,0.265625,0.14285714285714288,0.3,0.07692307692307693,0.1929824561403509,0.5641025641025642,0.39808917197452226,0.7125,0.6966292134831462,0.3564102564102564,0.34305835010060365,0.3881491344873502,0.2,0.4146341463414634,0.25836680053547534,0.6060606060606061,0.0446168768186227,0
Pau Gasol,SA,C,0.8095238095238095,0.4563106796116505,0.3706896551724138,0.6693333333333333,0.21951219512195125,0.16000000000000003,0.5379999999999999,0.4020618556701031,0.4130434782608695,0.494,0.6262857142857142,0.2173913043478261,0.2660550458715596,0.7070000000000001,0.425,0.6526315789473685,0.609375,0.20535714285714285,0.2,0.4230769230769231,0.22807017543859648,0.43589743589743596,0.3885350318471338,0.775,0.651685393258427,0.45213675213675214,0.5442655935613683,0.5958721704394141,0.3428571428571429,0.6463414634146342,0.3578759482373939,0.7121212121212122,0.500161655350792,2
Jamal Crawford,LAC,SG,0.8095238095238095,0.4271844660194175,0.4224137931034483,0.5506666666666666,0.34146341463414637,0.39,0.36,0.30927835051546393,0.35326086956521735,0.443,0.5474285714285714,0.22826086956521743,0.2293577981651376,0.857,0.05,0.14736842105263157,0.125,0.23214285714285715,0.35,0.07692307692307693,0.2807017543859649,0.358974358974359,0.3853503184713376,1.0000000000000002,0.6769662921348316,0.3735042735042735,0.07444668008048289,0.22370173102529958,0.09494505494505495,0.38617886178861793,0.4939759036144582,0.7727272727272727,0.42741674749434205,2
Austin Rivers,LAC,SG,0.23809523809523814,0.4271844660194175,0.39224137931034486,0.5893333333333333,0.3658536585365854,0.4,0.371,0.29896907216494845,0.3043478260869565,0.491,0.592,0.19565217391304351,0.2385321100917431,0.691,0.075,0.19999999999999998,0.171875,0.25,0.3,0.038461538461538464,0.2807017543859649,0.6410256410256411,0.37579617834394907,0.9,0.7191011235955058,0.3641025641025641,0.22032193158953725,0.31291611185086554,0.1731868131868132,0.3455284552845529,0.47835787594823787,0.6515151515151515,0.354671839637892,1
Jonas Valanciunas,TOR,C,0.23809523809523814,0.47572815533980584,0.3448275862068966,0.7426666666666667,0.0,0.0,0.5,0.5051546391752578,0.46739130434782605,0.557,0.6377142857142856,0.23913043478260873,0.2477064220183486,0.8109999999999999,0.7,0.7052631578947368,0.7421875,0.0625,0.25,0.3076923076923077,0.22807017543859648,0.6923076923076924,0.37579617834394907,0.975,0.6629213483146069,0.3153846153846154,0.46981891348088534,0.4400798934753662,0.2804395604395604,0.6178861788617886,0.4082998661311916,0.7575757575757576,0.46395085677335923,2
Jahlil Okafor,PHI,C,0.09523809523809534,0.4660194174757281,0.3706896551724138,0.6853333333333333,0.0,0.0,0.0,0.4948453608247423,0.49999999999999994,0.514,0.5874285714285714,0.22826086956521743,0.2935779816513761,0.6709999999999999,0.4,0.3368421052631579,0.375,0.10714285714285714,0.2,0.3846153846153846,0.3157894736842105,0.6153846153846154,0.3694267515923567,0.6,0.5758426966292136,0.0,0.26760563380281693,0.06058588548601862,0.02065934065934065,0.45934959349593496,0.5118250780901383,0.2272727272727273,0.1538958939540899,1
Trevor Ariza,HOU,SF,0.5714285714285714,0.3980582524271844,0.39655172413793105,0.5453333333333332,0.5853658536585367,0.6900000000000001,0.344,0.1752577319587629,0.15217391304347824,0.556,0.6034285714285714,0.13043478260869565,0.14678899082568805,0.738,0.175,0.5368421052631578,0.4453125,0.19642857142857145,0.9,0.11538461538461536,0.15789473684210525,0.43589743589743596,0.3662420382165605,0.975,0.912921348314607,0.45213675213675214,0.5020120724346077,0.5679094540612517,0.5103296703296704,0.4105691056910569,0.6836233824185629,0.8030303030303031,0.25153572583252504,1
Frank Kaminsky,CHA,C,0.19047619047619047,0.4174757281553398,0.4267241379310345,0.532,0.3658536585365854,0.47000000000000003,0.328,0.2783505154639176,0.3152173913043478,0.455,0.5382857142857143,0.1739130434782609,0.19266055045871558,0.7559999999999999,0.2,0.3894736842105263,0.3515625,0.19642857142857145,0.3,0.1923076923076923,0.17543859649122806,0.4871794871794872,0.3662420382165605,0.9125,0.6713483146067417,0.46068376068376066,0.34305835010060365,0.4693741677762983,0.2953846153846154,0.4105691056910569,0.4770191878625618,0.4696969696969697,0.08729388942774005,1
Greg Monroe,MIL,C,0.3333333333333335,0.4660194174757281,0.353448275862069,0.7106666666666666,0.0,0.0,0.0,0.4948453608247423,0.4728260869565217,0.536,0.609142857142857,0.23913043478260873,0.2752293577981651,0.741,0.525,0.47368421052631576,0.515625,0.20535714285714285,0.55,0.1923076923076923,0.2982456140350877,0.5384615384615385,0.3662420382165605,0.9874999999999999,0.5702247191011237,0.47094017094017093,0.4416498993963783,0.5426098535286286,0.33670329670329674,0.6300813008130082,0.4248103525211957,0.6363636363636364,0.5535079211121887,2
Steven Adams,OKC,C,0.19047619047619047,0.4563106796116505,0.3189655172413793,0.7613333333333334,0.0,0.0,0.0,0.48453608247422686,0.43478260869565205,0.5720000000000001,0.6525714285714286,0.2173913043478261,0.2935779816513761,0.611,0.875,0.4421052631578947,0.6015625,0.09821428571428573,0.55,0.3846153846153846,0.3157894736842105,0.6153846153846154,0.35350318471337583,0.975,0.7780898876404495,0.35299145299145296,0.5633802816901409,0.5312916111850866,0.41010989010989013,0.45934959349593496,0.6113342257920569,0.7121212121212122,0.10054962819269318,1
Marvin Williams,CHA,PF,0.5238095238095237,0.3786407766990291,0.3663793103448276,0.5626666666666666,0.39024390243902446,0.47000000000000003,0.35,0.23711340206185566,0.23913043478260865,0.494,0.5828571428571429,0.1847826086956522,0.18348623853211007,0.873,0.3,0.5684210526315789,0.515625,0.125,0.4,0.26923076923076916,0.14035087719298245,0.4615384615384616,0.3503184713375796,0.925,0.7865168539325844,0.3769230769230769,0.38732394366197187,0.43342210386151797,0.29362637362637367,0.45528455284552843,0.4622936189201243,0.48484848484848486,0.3950856773359198,2
Ricky Rubio,MIN,PG,0.3333333333333335,0.33980582524271846,0.34051724137931033,0.536,0.19512195121951223,0.26,0.306,0.2783505154639176,0.3206521739130434,0.443,0.512,0.3695652173913044,0.34862385321100914,0.8909999999999999,0.225,0.3368421052631579,0.3203125,0.8125,0.85,0.038461538461538464,0.45614035087719296,0.6923076923076924,0.3471337579617834,0.9125,0.8623595505617979,0.5264957264957265,0.47082494969818917,0.6051930758988017,0.4852747252747253,0.5284552845528455,0.42882641677822386,0.42424242424242425,0.4371160685418688,2
Jerryd Bayless,PHI,PG,0.4285714285714286,0.3592233009708738,0.4267241379310345,0.4586666666666666,0.17073170731707318,0.17,0.4,0.30927835051546393,0.47826086956521735,0.333,0.42857142857142855,0.32608695652173914,0.3027522935779816,0.9,0.25,0.3157894736842105,0.3125,0.3839285714285714,0.0,0.0,0.5263157894736842,0.33333333333333337,0.34394904458598724,0.012500000000000004,0.603932584269663,0.18803418803418803,0.34708249496981897,0.2596537949400799,0.10285714285714287,0.45934959349593496,0.46318607764390896,0.015151515151515152,0.3035887487875849,1
Kent Bazemore,ATL,SF,0.38095238095238093,0.3883495145631068,0.39224137931034486,0.5453333333333332,0.3170731707317074,0.36000000000000004,0.34600000000000003,0.288659793814433,0.3260869565217391,0.446,0.5405714285714285,0.1739130434782609,0.21100917431192656,0.708,0.15,0.2631578947368421,0.25,0.21428571428571427,0.6,0.26923076923076916,0.2982456140350877,0.5897435897435898,0.34394904458598724,0.8875000000000001,0.6938202247191012,0.31965811965811963,0.3440643863179075,0.3601864181091878,0.20791208791208793,0.3658536585365854,0.576082106202588,0.5909090909090909,0.5075978014872292,2
Brandon Knight,PHX,SG,0.2857142857142858,0.3786407766990291,0.3836206896551724,0.5306666666666666,0.19512195121951223,0.26,0.324,0.30927835051546393,0.37499999999999994,0.425,0.504,0.2608695652173913,0.2660550458715596,0.857,0.125,0.1789473684210526,0.171875,0.21428571428571427,0.25,0.038461538461538464,0.2807017543859649,0.41025641025641035,0.34394904458598724,0.65,0.5308988764044945,0.18717948717948715,0.08450704225352113,0.08521970705725695,0.030329670329670336,0.42276422764227645,0.6813922356091031,0.24242424242424243,0.4067248625929518,2
Emmanuel Mudiay,DEN,PG,0.04761904761904767,0.36893203883495146,0.39655172413793105,0.5026666666666666,0.24390243902439027,0.32000000000000006,0.315,0.288659793814433,0.35869565217391297,0.408,0.4891428571428571,0.2608695652173913,0.2752293577981651,0.784,0.125,0.28421052631578947,0.25,0.3482142857142857,0.35,0.07692307692307693,0.3859649122807018,0.43589743589743596,0.34394904458598724,0.6625,0.657303370786517,0.2487179487179487,0.15492957746478875,0.17976031957390148,0.07076923076923078,0.3658536585365854,0.645693886657742,0.3787878787878788,0.10378273520853541,1
Terrence Ross,ORL/TOR,SF,0.2857142857142858,0.4077669902912621,0.3793103448275862,0.5826666666666668,0.4390243902439025,0.5,0.363,0.24742268041237114,0.23913043478260865,0.518,0.608,0.08695652173913045,0.09174311926605504,0.831,0.05,0.2526315789473684,0.203125,0.09821428571428573,0.55,0.15384615384615385,0.15789473684210525,0.4615384615384616,0.34394904458598724,0.9500000000000001,0.6432584269662923,0.4948717948717949,0.2706237424547284,0.44806924101198403,0.2804395604395604,0.3821138211382114,0.5515394912985268,0.5909090909090909,0.32234076947946977,1
Thaddeus Young,IND,PF,0.4285714285714286,0.47572815533980584,0.3663793103448276,0.7026666666666667,0.14634146341463417,0.16000000000000003,0.381,0.443298969072165,0.4076086956521739,0.557,0.64,0.06521739130434782,0.11009174311926605,0.523,0.45,0.4526315789473684,0.4765625,0.14285714285714288,0.75,0.15384615384615385,0.22807017543859648,0.4615384615384616,0.34394904458598724,0.9,0.7865168539325844,0.28547008547008546,0.5895372233400402,0.4960053262316911,0.3507692307692308,0.45934959349593496,0.5136099955377067,0.6060606060606061,0.4565147106369221,2
J.J. Barea,DAL,PG,0.6190476190476191,0.3980582524271844,0.3879310344827587,0.5519999999999999,0.3658536585365854,0.42000000000000004,0.358,0.2577319587628866,0.29347826086956513,0.456,0.561142857142857,0.14130434782608697,0.13761467889908255,0.863,0.075,0.22105263157894736,0.1875,0.4910714285714286,0.2,0.0,0.3157894736842105,0.2307692307692308,0.3407643312101911,0.4125,0.556179775280899,0.39145299145299145,0.2364185110663984,0.3448735019973369,0.13714285714285715,0.6097560975609756,0.34270414993306586,0.16666666666666669,0.13158745554477852,1
Justise Winslow,MIA,SF,0.04761904761904767,0.4271844660194175,0.5043103448275863,0.4746666666666667,0.09756097560975611,0.19,0.2,0.422680412371134,0.5652173913043477,0.384,0.424,0.1739130434782609,0.2385321100917431,0.617,0.325,0.41052631578947363,0.40625,0.3303571428571429,0.7,0.11538461538461536,0.3157894736842105,0.7435897435897436,0.3407643312101911,0.2,0.912921348314607,0.029914529914529864,0.4104627766599598,0.1784287616511318,0.08835164835164835,0.3048780487804878,0.449352967425257,0.06060606060606061,0.08276753960556094,1
Taj Gibson,CHI/OKC,PF,0.5714285714285714,0.4563106796116505,0.3577586206896552,0.6866666666666666,0.0,0.020000000000000004,0.231,0.4742268041237113,0.4728260869565217,0.52,0.5908571428571429,0.15217391304347827,0.18348623853211007,0.715,0.5,0.4421052631578947,0.484375,0.08035714285714286,0.25,0.3076923076923077,0.22807017543859648,0.5384615384615385,0.33757961783439494,0.9500000000000001,0.654494382022472,0.2282051282051282,0.5975855130784709,0.4567243675099867,0.2905494505494506,0.45934959349593496,0.48772869254796936,0.6212121212121212,0.2883931458131264,1
Marcin Gortat,WSH,C,0.6190476190476191,0.4660194174757281,0.3189655172413793,0.7719999999999999,0.0,0.0,0.0,0.4948453608247423,0.43478260869565205,0.58,0.6617142857142856,0.14130434782608697,0.17431192660550457,0.648,0.725,0.7894736842105263,0.8125,0.13392857142857142,0.25,0.26923076923076916,0.2631578947368421,0.6666666666666667,0.33757961783439494,1.0000000000000002,0.8146067415730338,0.2717948717948718,0.5130784708249497,0.43475366178428765,0.3221978021978022,0.508130081300813,0.5528781793842028,0.7424242424242424,0.3870029097963143,2
Courtney Lee,NY,SG,0.5714285714285714,0.4077669902912621,0.3577586206896552,0.608,0.34146341463414637,0.35000000000000003,0.401,0.288659793814433,0.29347826086956513,0.49,0.609142857142857,0.11956521739130437,0.11926605504587155,0.867,0.175,0.28421052631578947,0.265625,0.20535714285714285,0.55,0.11538461538461536,0.15789473684210525,0.4615384615384616,0.33757961783439494,0.9375,0.8342696629213484,0.4282051282051282,0.24245472837022133,0.3774966711051931,0.25142857142857145,0.3780487804878049,0.4640785363676927,0.4393939393939394,0.3624312964759134,2
Allen Crabbe,POR,SG,0.23809523809523814,0.36893203883495146,0.3189655172413793,0.624,0.41463414634146345,0.38,0.444,0.21649484536082478,0.22826086956521738,0.49,0.6537142857142858,0.14130434782608697,0.14678899082568805,0.847,0.05,0.2736842105263158,0.2265625,0.10714285714285714,0.35,0.11538461538461536,0.14035087719298245,0.5641025641025642,0.3343949044585987,0.9625,0.7387640449438203,0.3974358974358974,0.10563380281690143,0.262982689747004,0.13186813186813187,0.3658536585365854,0.5573404730031233,0.5909090909090909,0.5971548658260588,2
Buddy Hield,NO/SAC,SG,0.19047619047619047,0.3883495145631068,0.3706896551724138,0.568,0.4390243902439025,0.45999999999999996,0.391,0.22680412371134023,0.24456521739130432,0.461,0.5977142857142858,0.08695652173913045,0.08256880733944953,0.8420000000000001,0.1,0.3052631578947368,0.2578125,0.13392857142857142,0.25,0.038461538461538464,0.21052631578947367,0.358974358974359,0.33121019108280253,1.0000000000000002,0.5842696629213484,0.3,0.164989939637827,0.22636484687083888,0.09802197802197803,0.40650406504065045,0.5104863900044623,0.4696969696969697,0.11283543485289363,1
Nikola Mirotic,CHI,PF,0.2857142857142858,0.3592233009708738,0.34913793103448276,0.5506666666666666,0.4390243902439025,0.54,0.342,0.18556701030927836,0.17934782608695649,0.52,0.5897142857142857,0.15217391304347827,0.16513761467889906,0.773,0.225,0.4842105263157894,0.4296875,0.09821428571428573,0.4,0.3076923076923077,0.1929824561403509,0.4615384615384616,0.33121019108280253,0.85,0.6123595505617978,0.45726495726495725,0.5261569416498995,0.5878828229027964,0.3520879120879121,0.48780487804878053,0.46809460062472086,0.5606060606060607,0.18590365341092793,1
Marcus Smart,BOS,SG,0.1428571428571428,0.33009708737864074,0.375,0.47866666666666663,0.29268292682926833,0.42000000000000004,0.28300000000000003,0.22680412371134023,0.2771739130434782,0.42,0.48228571428571426,0.28260869565217395,0.2935779816513761,0.812,0.25,0.3052631578947368,0.3046875,0.4107142857142857,0.8,0.15384615384615385,0.3508771929824561,0.6153846153846154,0.33121019108280253,0.9625,0.7921348314606743,0.4008547008547008,0.44366197183098594,0.4893475366178429,0.36483516483516487,0.3943089430894309,0.5725122713074522,0.7727272727272727,0.11477529906239896,1
Marco Belinelli,CHA,SG,0.5238095238095237,0.34951456310679613,0.3232758620689656,0.572,0.34146341463414637,0.38,0.36,0.22680412371134023,0.23369565217391303,0.488,0.5851428571428571,0.2173913043478261,0.21100917431192656,0.893,0.05,0.23157894736842105,0.1875,0.17857142857142858,0.3,0.038461538461538464,0.15789473684210525,0.3076923076923077,0.32802547770700635,0.9,0.6123595505617978,0.4358974358974359,0.20623742454728372,0.35952063914780297,0.19648351648351647,0.42276422764227645,0.4694332887103969,0.5151515151515151,0.20368574199806014,1
Wayne Ellington,MIA,SG,0.4761904761904763,0.3592233009708738,0.353448275862069,0.5546666666666666,0.5853658536585367,0.6400000000000001,0.378,0.13402061855670105,0.13043478260869565,0.509,0.6285714285714286,0.06521739130434782,0.06422018348623852,0.86,0.075,0.18947368421052632,0.1640625,0.09821428571428573,0.3,0.038461538461538464,0.08771929824561403,0.2820512820512821,0.32802547770700635,0.75,0.6179775280898877,0.5717948717948718,0.23340040241448692,0.4833555259653795,0.25934065934065936,0.3983739837398374,0.43908969210174,0.5303030303030303,0.19301648884578082,1
Robin Lopez,CHI,C,0.4285714285714286,0.4563106796116505,0.3793103448275862,0.6573333333333333,0.0,0.0,0.0,0.48453608247422686,0.5054347826086956,0.494,0.5634285714285714,0.09782608695652176,0.11926605504587155,0.721,0.75,0.3578947368421052,0.5,0.08928571428571429,0.1,0.5384615384615383,0.1929824561403509,0.4871794871794872,0.32484076433121023,0.9874999999999999,0.7247191011235956,0.20170940170940171,0.4577464788732395,0.3435419440745673,0.20835164835164838,0.4024390243902439,0.4377510040160639,0.6060606060606061,0.42644681538958945,2
Mason Plumlee,DEN/POR,C,0.3333333333333335,0.3980582524271844,0.2974137931034483,0.7146666666666667,0.0,0.010000000000000002,0.0,0.422680412371134,0.40217391304347816,0.541,0.6125714285714285,0.22826086956521743,0.33944954128440363,0.58,0.525,0.5684210526315789,0.5859375,0.3125,0.45,0.4230769230769231,0.2982456140350877,0.717948717948718,0.32484076433121023,0.9874999999999999,0.6825842696629215,0.4393162393162393,0.4164989939637827,0.5013315579227696,0.34813186813186814,0.5203252032520325,0.5176260597947349,0.5757575757575758,0.07436146136437116,1
Tyreke Evans,NO/SAC,SF,0.38095238095238093,0.36893203883495146,0.3663793103448276,0.54,0.26829268292682934,0.30000000000000004,0.35600000000000004,0.2783505154639176,0.3315217391304347,0.429,0.528,0.1847826086956522,0.21100917431192656,0.75,0.075,0.3263157894736842,0.265625,0.2767857142857143,0.45,0.07692307692307693,0.2631578947368421,0.3846153846153847,0.32165605095541405,0.475,0.4915730337078652,0.2487179487179487,0.3963782696177063,0.3395472703062583,0.1375824175824176,0.5447154471544715,0.4939759036144582,0.25757575757575757,0.3288069835111542,1
Cody Zeller,CHA,PF,0.23809523809523814,0.3980582524271844,0.27155172413793105,0.7613333333333334,0.0,0.0,0.0,0.422680412371134,0.37499999999999994,0.5720000000000001,0.6525714285714286,0.22826086956521743,0.2935779816513761,0.679,0.55,0.4631578947368421,0.5078125,0.14285714285714288,0.5,0.34615384615384615,0.17543859649122806,0.7692307692307694,0.32165605095541405,0.75,0.7191011235955058,0.37264957264957266,0.7384305835010061,0.6624500665778962,0.40835164835164833,0.45528455284552843,0.45113788487282447,0.5,0.1710313611380537,1
Draymond Green,GS,PF,0.3333333333333335,0.34951456310679613,0.33620689655172414,0.5573333333333332,0.26829268292682934,0.35000000000000003,0.308,0.2577319587628866,0.2663043478260869,0.494,0.5497142857142857,0.2173913043478261,0.2568807339449541,0.7090000000000001,0.325,0.6947368421052631,0.6171875,0.625,1.0,0.5384615384615383,0.42105263157894735,0.7435897435897436,0.3184713375796178,0.925,0.8511235955056181,0.5111111111111111,0.9567404426559357,0.9147802929427431,0.8421978021978023,0.540650406504065,0.7086122266845156,0.9393939393939394,0.49466537342386036,2
Jon Leuer,DET,PF,0.38095238095238093,0.3980582524271844,0.33620689655172414,0.6399999999999999,0.17073170731707318,0.22000000000000003,0.293,0.3608247422680413,0.33695652173913043,0.545,0.592,0.14130434782608697,0.13761467889908255,0.867,0.35,0.42105263157894735,0.421875,0.13392857142857142,0.2,0.11538461538461536,0.15789473684210525,0.4871794871794872,0.3184713375796178,0.9125,0.6657303370786518,0.2564102564102564,0.45271629778672035,0.3828229027962717,0.22417582417582418,0.4715447154471545,0.43061133422579223,0.5151515151515151,0.3543485289363078,1
Jusuf Nurkic,DEN/POR,C,0.1428571428571428,0.4077669902912621,0.3189655172413793,0.6759999999999999,0.0,0.0,0.0,0.43298969072164956,0.43478260869565205,0.508,0.5794285714285714,0.19565217391304351,0.2935779816513761,0.5710000000000001,0.6,0.5052631578947367,0.5625,0.16964285714285715,0.4,0.4230769230769231,0.3859649122807018,0.6410256410256411,0.3184713375796178,0.7875,0.5393258426966293,0.19829059829059828,0.6690140845070423,0.4806924101198402,0.2479120879120879,0.540650406504065,0.5885765283355648,0.5151515151515151,0.061105722599418044,0
Josh Richardson,MIA,SG,0.19047619047619047,0.36893203883495146,0.3836206896551724,0.5253333333333333,0.34146341463414637,0.43,0.33,0.24742268041237114,0.2826086956521739,0.444,0.5337142857142857,0.11956521739130437,0.13761467889908255,0.779,0.175,0.2631578947368421,0.25,0.23214285714285715,0.55,0.26923076923076916,0.21052631578947367,0.6410256410256411,0.3184713375796178,0.6375000000000001,0.7949438202247192,0.2393162393162393,0.40040241448692154,0.3348868175765646,0.170989010989011,0.3455284552845529,0.4489067380633647,0.3484848484848485,0.04655674102812803,0
Kyle Korver,ATL/CLE,SG,0.7619047619047619,0.34951456310679613,0.2974137931034483,0.6186666666666667,0.5853658536585367,0.54,0.451,0.11340206185567012,0.11413043478260868,0.494,0.7097142857142856,0.06521739130434782,0.055045871559633024,0.905,0.025,0.28421052631578947,0.21875,0.14285714285714288,0.25,0.11538461538461536,0.17543859649122806,0.41025641025641035,0.31528662420382164,0.8125,0.6741573033707866,0.3658119658119658,0.13179074446680084,0.25565912117177103,0.12000000000000001,0.3943089430894309,0.559571619812584,0.5,0.1684448755253799,1
Tony Parker,SA,PG,0.7142857142857144,0.4077669902912621,0.353448275862069,0.6213333333333333,0.09756097560975611,0.11000000000000001,0.333,0.3917525773195876,0.4184782608695652,0.484,0.5554285714285714,0.14130434782608697,0.17431192660550457,0.726,0.025,0.1789473684210526,0.140625,0.4017857142857143,0.25,0.0,0.24561403508771926,0.3846153846153847,0.31528662420382164,0.7625000000000001,0.6460674157303372,0.31965811965811963,0.29678068410462777,0.3288948069241012,0.1643956043956044,0.44308943089430897,0.2891566265060237,0.696969696969697,0.46621403168444875,2
Trevor Booker,BKN,PF,0.4761904761904763,0.4174757281553398,0.3232758620689656,0.688,0.09756097560975611,0.11000000000000001,0.321,0.4020618556701031,0.3804347826086956,0.546,0.6137142857142858,0.10869565217391305,0.13761467889908255,0.6729999999999999,0.5,0.631578947368421,0.625,0.16964285714285715,0.55,0.15384615384615385,0.3157894736842105,0.5384615384615385,0.31210191082802546,0.8625,0.6320224719101124,0.1829059829059829,0.5955734406438632,0.4201065246338216,0.24703296703296707,0.5813008130081301,0.6987951807228918,0.2727272727272727,0.2980924668606531,1
Gorgui Dieng,MIN,PF,0.38095238095238093,0.3883495145631068,0.3146551724137931,0.6693333333333333,0.04878048780487806,0.05,0.3720000000000001,0.4020618556701031,0.39673913043478254,0.511,0.5874285714285714,0.1847826086956522,0.18348623853211007,0.8140000000000001,0.575,0.5894736842105263,0.6171875,0.16964285714285715,0.55,0.46153846153846145,0.22807017543859648,0.794871794871795,0.31210191082802546,1.0000000000000002,0.8483146067415731,0.31025641025641026,0.7484909456740443,0.6205059920106525,0.5296703296703298,0.43902439024390244,0.4149933065595719,0.4696969696969697,0.0750080827675396,1
Maurice Harkless,POR,SF,0.19047619047619047,0.3980582524271844,0.3146551724137931,0.6706666666666666,0.21951219512195125,0.25,0.35100000000000003,0.3298969072164949,0.29347826086956513,0.5720000000000001,0.6377142857142856,0.10869565217391305,0.14678899082568805,0.621,0.4,0.29473684210526313,0.34375,0.09821428571428573,0.55,0.34615384615384615,0.1929824561403509,0.717948717948718,0.31210191082802546,0.9375,0.7500000000000001,0.4111111111111111,0.44366197183098594,0.49733688415446076,0.3512087912087912,0.3455284552845529,0.5350290049085227,0.5757575757575758,0.28968638861946333,1
Shabazz Muhammad,MIN,SF,0.23809523809523814,0.3592233009708738,0.2974137931034483,0.6426666666666666,0.14634146341463417,0.19,0.338,0.3195876288659794,0.3043478260869565,0.528,0.5977142857142858,0.20652173913043478,0.2201834862385321,0.774,0.275,0.1789473684210526,0.21875,0.03571428571428572,0.15,0.038461538461538464,0.12280701754385963,0.2820512820512821,0.3089171974522293,0.9500000000000001,0.4831460674157304,0.33076923076923076,0.07344064386317911,0.18974700399467376,0.07560439560439561,0.4471544715447155,0.4672021419009371,0.4393939393939394,0.09763983187843517,1
Jamal Murray,DEN,SG,0.0,0.34951456310679613,0.34913793103448276,0.5386666666666666,0.34146341463414637,0.42000000000000004,0.334,0.22680412371134023,0.24456521739130432,0.466,0.5519999999999999,0.14130434782608697,0.13761467889908255,0.883,0.125,0.22105263157894736,0.203125,0.1875,0.3,0.11538461538461536,0.24561403508771926,0.3846153846153847,0.3089171974522293,1.0000000000000002,0.5421348314606742,0.38376068376068373,0.2364185110663984,0.3388814913448735,0.18373626373626376,0.3821138211382114,0.6108879964301654,0.6060606060606061,0.10281280310378273,1
