PLAYER,TEAM,POSITION,AGE,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,POINTS,GP,MPG,ORPM,DRPM,RPM,WINS_RPM,PIE,PACE,W,SALARY_MILLIONS,SALARY_CLASS
Ben McLemore,SAC,SG,0.19047619047619047,0.2912621359223301,0.2629310344827586,0.5733333333333333,0.26829268292682934,0.27999999999999997,0.382,0.1958762886597938,0.21195652173913038,0.462,0.5794285714285714,0.11956521739130437,0.13761467889908255,0.753,0.075,0.18947368421052632,0.1640625,0.07142857142857144,0.25,0.038461538461538464,0.17543859649122806,0.4615384615384616,0.2515923566878981,0.7375,0.4803370786516855,0.13247863247863248,0.23541247484909458,0.14247669773635152,0.05846153846153847,0.3089430894308943,0.4274877286925478,0.4090909090909091,0.12867765923052055,1
Tristan Thompson,CLE,C,0.2857142857142858,0.33009708737864074,0.20689655172413793,0.7999999999999999,0.0,0.0,0.0,0.3505154639175258,0.29347826086956513,0.604,0.6857142857142856,0.15217391304347827,0.2477064220183486,0.498,0.925,0.5789473684210527,0.71875,0.08928571428571429,0.25,0.4230769230769231,0.14035087719298245,0.5897435897435898,0.2515923566878981,0.9500000000000001,0.7780898876404495,0.26666666666666666,0.5261569416498995,0.4394141145139814,0.30505494505494507,0.426829268292683,0.48282016956715745,0.7575757575757576,0.49466537342386036,2
Vince Carter,MEM,SF,1.0,0.2524271844660194,0.25431034482758624,0.5253333333333333,0.3658536585365854,0.41,0.378,0.11340206185567012,0.1358695652173913,0.418,0.5805714285714285,0.13043478260869565,0.14678899082568805,0.765,0.125,0.2736842105263158,0.2421875,0.16071428571428573,0.4,0.1923076923076923,0.12280701754385963,0.5641025641025642,0.2484076433121019,0.8875000000000001,0.6320224719101124,0.4948717948717949,0.3883299798792757,0.525965379494008,0.31340659340659344,0.3821138211382114,0.33734939759036164,0.5454545454545454,0.1367604267701261,1
Alex Len,PHX,C,0.19047619047619047,0.2912621359223301,0.22413793103448276,0.6626666666666667,0.0,0.020000000000000004,0.25,0.29896907216494845,0.30978260869565216,0.503,0.5714285714285714,0.20652173913043478,0.2477064220183486,0.721,0.5,0.4842105263157894,0.515625,0.05357142857142857,0.25,0.5,0.22807017543859648,0.794871794871795,0.2484076433121019,0.9375,0.5084269662921349,0.0692307692307692,0.523138832997988,0.2836218375499334,0.1375824175824176,0.45121951219512196,0.716644355198572,0.3181818181818182,0.15486582605884255,1
D.J. Augustin,ORL,PG,0.4761904761904763,0.24271844660194175,0.25,0.5026666666666666,0.29268292682926833,0.35000000000000003,0.34700000000000003,0.13402061855670105,0.1576086956521739,0.412,0.5359999999999999,0.1847826086956522,0.19266055045871558,0.8140000000000001,0.05,0.1368421052631579,0.1171875,0.2410714285714286,0.2,0.0,0.21052631578947367,0.33333333333333337,0.24522292993630573,0.9500000000000001,0.4915730337078652,0.24786324786324784,0.0523138832997988,0.11118508655126502,0.025494505494505493,0.3902439024390244,0.44355198572066046,0.4393939393939394,0.2334303265438086,1
Langston Galloway,NO/SAC,PG,0.2857142857142858,0.27184466019417475,0.28448275862068967,0.5066666666666666,0.39024390243902446,0.42000000000000004,0.39,0.12371134020618557,0.16304347826086957,0.3670000000000001,0.5599999999999999,0.07608695652173914,0.08256880733944953,0.797,0.1,0.1789473684210526,0.1640625,0.11607142857142858,0.3,0.038461538461538464,0.10526315789473684,0.33333333333333337,0.24522292993630573,0.9,0.5056179775280899,0.3871794871794872,0.22837022132796783,0.3362183754993342,0.16615384615384615,0.33739837398373984,0.5363676929941987,0.4393939393939394,0.16715163271904301,1
Shelvin Mack,UTAH,PG,0.3333333333333335,0.30097087378640774,0.2629310344827586,0.5946666666666667,0.17073170731707318,0.22000000000000003,0.308,0.24742268041237114,0.24456521739130432,0.51,0.5657142857142857,0.10869565217391305,0.12844036697247704,0.688,0.1,0.19999999999999998,0.1796875,0.25,0.4,0.038461538461538464,0.2807017543859649,0.4615384615384616,0.24203821656050956,0.6625,0.553370786516854,0.24957264957264955,0.2655935613682093,0.25366178428761654,0.11296703296703298,0.38617886178861793,0.2668451584114231,0.5151515151515151,0.07759456838021339,1
Sergio Rodriguez,PHI,PG,0.5238095238095237,0.30097087378640774,0.3060344827586207,0.5226666666666666,0.34146341463414637,0.37000000000000005,0.365,0.1752577319587629,0.21739130434782608,0.415,0.5462857142857143,0.03260869565217391,0.03669724770642201,0.667,0.075,0.21052631578947367,0.1796875,0.45535714285714285,0.35,0.038461538461538464,0.3333333333333333,0.358974358974359,0.24203821656050956,0.8250000000000001,0.5646067415730338,0.3222222222222222,0.18209255533199198,0.25499334221038616,0.11736263736263737,0.4471544715447155,0.5510932619366353,0.36363636363636365,0.2576786291626253,1
Rajon Rondo,CHI,PG,0.5238095238095237,0.3203883495145631,0.3146551724137931,0.5439999999999999,0.17073170731707318,0.19,0.376,0.2680412371134021,0.3260869565217391,0.418,0.5177142857142857,0.04347826086956522,0.06422018348623852,0.6,0.275,0.431578947368421,0.3984375,0.5982142857142857,0.7,0.07692307692307693,0.42105263157894735,0.5384615384615385,0.24203821656050956,0.8375,0.6882022471910113,0.2632478632478632,0.3450704225352113,0.3169107856191744,0.16835164835164837,0.4959349593495935,0.46854082998661317,0.5151515151515151,0.4516650501131588,2
Garrett Temple,SAC,SG,0.5238095238095237,0.27184466019417475,0.25,0.5653333333333332,0.3170731707317074,0.34,0.373,0.16494845360824745,0.1684782608695652,0.476,0.5931428571428571,0.09782608695652176,0.10091743119266054,0.784,0.125,0.2421052631578947,0.21875,0.23214285714285715,0.65,0.15384615384615385,0.21052631578947367,0.5641025641025642,0.24203821656050956,0.7875,0.6853932584269664,0.36666666666666664,0.34808853118712274,0.3994673768308922,0.21934065934065936,0.35365853658536583,0.44846050870147236,0.3787878787878788,0.2576786291626253,1
Matthew Dellavedova,MIL,PG,0.3333333333333335,0.2621359223300971,0.2672413793103448,0.52,0.24390243902439027,0.27999999999999997,0.3670000000000001,0.1752577319587629,0.21739130434782608,0.404,0.5291428571428571,0.11956521739130437,0.11926605504587155,0.8540000000000001,0.075,0.16842105263157894,0.1484375,0.41964285714285715,0.35,0.0,0.3157894736842105,0.5128205128205129,0.23566878980891717,0.925,0.6713483146067417,0.3034188034188034,0.2927565392354125,0.31358189081225035,0.1696703296703297,0.3333333333333333,0.44801427933958093,0.5909090909090909,0.3097316521176851,1
Luol Deng,LAL,SF,0.5714285714285714,0.2815533980582524,0.29310344827586204,0.516,0.21951219512195125,0.29,0.309,0.2061855670103093,0.23913043478260865,0.436,0.5108571428571428,0.08695652173913045,0.10091743119266054,0.73,0.275,0.431578947368421,0.4140625,0.11607142857142858,0.45,0.15384615384615385,0.14035087719298245,0.2820512820512821,0.23566878980891717,0.675,0.6825842696629215,0.21880341880341878,0.5492957746478874,0.4174434087882823,0.22021978021978023,0.3780487804878049,0.5729585006693436,0.2727272727272727,0.5809893307468477,2
Andre Iguodala,GS,SF,0.6666666666666667,0.2815533980582524,0.2025862068965517,0.704,0.19512195121951223,0.22999999999999998,0.362,0.2061855670103093,0.1576086956521739,0.6509999999999999,0.6914285714285714,0.09782608695652176,0.11926605504587155,0.706,0.175,0.34736842105263155,0.3125,0.30357142857142855,0.5,0.1923076923076923,0.14035087719298245,0.33333333333333337,0.23566878980891717,0.925,0.6769662921348316,0.5504273504273504,0.5472837022132797,0.674434087882823,0.4852747252747253,0.4796747967479675,0.6452476572958497,0.9696969696969697,0.35887487875848695,2
Manu Ginobili,SA,SG,0.9523809523809523,0.24271844660194175,0.24137931034482762,0.52,0.3170731707317074,0.33,0.392,0.12371134020618557,0.1576086956521739,0.387,0.561142857142857,0.13043478260869565,0.14678899082568805,0.804,0.1,0.19999999999999998,0.1796875,0.2410714285714286,0.6,0.07692307692307693,0.24561403508771926,0.43589743589743596,0.23248407643312102,0.8375,0.4634831460674158,0.5008547008547009,0.4949698189134809,0.6011984021304927,0.30593406593406597,0.4186991869918699,0.6015171798304331,0.7727272727272727,0.4516650501131588,2
Iman Shumpert,CLE,SG,0.3333333333333335,0.2524271844660194,0.24137931034482762,0.5479999999999999,0.29268292682926833,0.34,0.36,0.1443298969072165,0.15217391304347824,0.469,0.5794285714285714,0.09782608695652176,0.11009174311926605,0.789,0.125,0.2526315789473684,0.2265625,0.125,0.4,0.15384615384615385,0.17543859649122806,0.5128205128205129,0.23248407643312102,0.925,0.654494382022472,0.2948717948717949,0.37826961770623746,0.3635153129161119,0.20879120879120883,0.2886178861788618,0.4698795180722892,0.7272727272727273,0.3113482056256062,1
Timofey Mozgov,LAL,C,0.5238095238095237,0.30097087378640774,0.22844827586206895,0.6866666666666666,0.0,0.0,0.0,0.3195876288659794,0.3206521739130434,0.517,0.5885714285714285,0.13043478260869565,0.12844036697247704,0.8079999999999999,0.475,0.3157894736842105,0.3828125,0.07142857142857144,0.15,0.23076923076923073,0.22807017543859648,0.6410256410256411,0.22929936305732485,0.65,0.5112359550561798,0.035042735042735085,0.48792756539235416,0.2336884154460719,0.1032967032967033,0.35772357723577236,0.5319053993752783,0.24242424242424243,0.5163271904300032,2
Danny Green,SA,SG,0.4761904761904763,0.2524271844660194,0.25,0.5226666666666666,0.41463414634146345,0.45999999999999996,0.379,0.09278350515463918,0.09782608695652173,0.42,0.5977142857142858,0.04347826086956522,0.04587155963302752,0.8440000000000001,0.125,0.29473684210526313,0.2578125,0.16071428571428573,0.5,0.3076923076923077,0.1929824561403509,0.4615384615384616,0.22611464968152867,0.8250000000000001,0.6853932584269664,0.3401709401709402,0.5663983903420524,0.5233022636484688,0.31428571428571433,0.3455284552845529,0.31280678268630036,0.7727272727272727,0.32234076947946977,1
David Lee,SA,PF,0.6666666666666667,0.30097087378640774,0.1939655172413793,0.7866666666666666,0.0,0.0,0.0,0.3195876288659794,0.2771739130434782,0.59,0.6742857142857143,0.10869565217391305,0.12844036697247704,0.708,0.475,0.3894736842105263,0.4375,0.14285714285714288,0.2,0.1923076923076923,0.17543859649122806,0.41025641025641035,0.22611464968152867,0.9625,0.4634831460674158,0.34615384615384615,0.545271629778672,0.5139813581890813,0.27692307692307694,0.5772357723577236,0.4863900044622933,0.8787878787878788,0.04914322664080181,0
Thabo Sefolosha,ATL,SF,0.6190476190476191,0.27184466019417475,0.24137931034482762,0.588,0.17073170731707318,0.19,0.342,0.21649484536082478,0.22826086956521738,0.484,0.5622857142857144,0.09782608695652176,0.11009174311926605,0.733,0.225,0.3684210526315789,0.34375,0.15178571428571427,0.75,0.1923076923076923,0.15789473684210525,0.41025641025641035,0.2229299363057325,0.75,0.6601123595505619,0.21367521367521367,0.6227364185110664,0.4620505992010653,0.258021978021978,0.4146341463414634,0.5385988398036594,0.48484848484848486,0.12350468800517297,1
Rodney Stuckey,IND,PG,0.5238095238095237,0.2233009708737864,0.23706896551724138,0.4973333333333333,0.12195121951219513,0.15000000000000002,0.317,0.18556701030927836,0.24456521739130432,0.391,0.4708571428571428,0.22826086956521743,0.2477064220183486,0.748,0.05,0.21052631578947367,0.171875,0.19642857142857145,0.2,0.0,0.24561403508771926,0.2820512820512821,0.2229299363057325,0.4625,0.4382022471910113,0.23675213675213674,0.30281690140845074,0.2683089214380826,0.11208791208791209,0.3699186991869919,0.41811691209281543,0.25757575757575757,0.22534755900420306,1
Justin Anderson,DAL/PHI,SF,0.19047619047619047,0.24271844660194175,0.21982758620689657,0.5653333333333332,0.19512195121951223,0.26,0.299,0.1752577319587629,0.1684782608695652,0.522,0.5599999999999999,0.15217391304347827,0.15596330275229356,0.7909999999999999,0.225,0.2421052631578947,0.2578125,0.08035714285714286,0.25,0.11538461538461536,0.15789473684210525,0.3846153846153847,0.21974522292993628,0.9125,0.39887640449438205,0.26239316239316235,0.1388329979879276,0.17976031957390148,0.07604395604395606,0.4349593495934959,0.4413208389111998,0.36363636363636365,0.047849983834464926,0
Tim Frazier,NO,PG,0.3333333333333335,0.24271844660194175,0.2327586206896552,0.5373333333333333,0.14634146341463417,0.2,0.313,0.1958762886597938,0.21739130434782608,0.446,0.5177142857142857,0.16304347826086957,0.18348623853211007,0.76,0.125,0.22105263157894736,0.2109375,0.4642857142857143,0.45,0.038461538461538464,0.2807017543859649,0.5128205128205129,0.21974522292993628,0.7875,0.5983146067415731,0.3162393162393162,0.2263581488933602,0.27962716378162455,0.13274725274725274,0.40650406504065045,0.5524319500223114,0.3939393939393939,0.06660200452634982,0
Joe Ingles,UTAH,SF,0.4761904761904763,0.24271844660194175,0.2025862068965517,0.6026666666666667,0.3658536585365854,0.34,0.441,0.10309278350515465,0.10326086956521738,0.471,0.673142857142857,0.06521739130434782,0.07339449541284403,0.735,0.075,0.3052631578947368,0.25,0.2410714285714286,0.6,0.038461538461538464,0.22807017543859648,0.5128205128205129,0.21974522292993628,1.0000000000000002,0.6123595505617978,0.5743589743589743,0.420523138832998,0.6091877496671105,0.3956043956043956,0.426829268292683,0.29361892012494417,0.7727272727272727,0.06854186873585515,0
Brandon Jennings,NY/WSH,PG,0.38095238095238093,0.23300970873786406,0.25,0.47866666666666663,0.24390243902439027,0.31000000000000005,0.313,0.1443298969072165,0.17934782608695649,0.399,0.49485714285714283,0.15217391304347827,0.17431192660550457,0.75,0.1,0.22105263157894736,0.1875,0.43750000000000006,0.45,0.0,0.2807017543859649,0.358974358974359,0.21974522292993628,0.9874999999999999,0.5617977528089888,0.39999999999999997,0.24346076458752516,0.35619174434087886,0.19648351648351647,0.426829268292683,0.5528781793842028,0.5606060606060607,0.16068541868735856,1
Solomon Hill,NO,SF,0.2857142857142858,0.2233009708737864,0.22413793103448276,0.5106666666666666,0.29268292682926833,0.34,0.348,0.11340206185567012,0.13043478260869565,0.428,0.5497142857142857,0.14130434782608697,0.14678899082568805,0.805,0.15,0.3368421052631579,0.296875,0.16071428571428573,0.45,0.15384615384615385,0.17543859649122806,0.5897435897435898,0.21656050955414013,0.975,0.7724719101123597,0.288034188034188,0.5442655935613683,0.46804260985352863,0.3393406593406594,0.28048780487804875,0.5867916108879965,0.5151515151515151,0.3624312964759134,2
Justin Hamilton,BKN,C,0.3333333333333335,0.2621359223300971,0.21982758620689657,0.612,0.21951219512195125,0.27999999999999997,0.306,0.1958762886597938,0.1576086956521739,0.598,0.608,0.06521739130434782,0.07339449541284403,0.75,0.275,0.3157894736842105,0.3203125,0.08035714285714286,0.25,0.26923076923076916,0.12280701754385963,0.358974358974359,0.21337579617834396,0.775,0.4550561797752809,0.23846153846153845,0.35211267605633806,0.3022636484687084,0.13890109890109892,0.43902439024390244,0.7130745203034361,0.21212121212121213,0.09602327837051407,1
Jared Dudley,PHX,PF,0.5714285714285714,0.24271844660194175,0.19827586206896552,0.6053333333333333,0.29268292682926833,0.32000000000000006,0.379,0.13402061855670105,0.10869565217391303,0.5589999999999999,0.6457142857142856,0.07608695652173914,0.09174311926605504,0.662,0.125,0.3157894736842105,0.2734375,0.16964285714285715,0.35,0.11538461538461536,0.1929824561403509,0.6153846153846154,0.21019108280254775,0.775,0.5365168539325844,0.32136752136752134,0.5845070422535211,0.5206391478029294,0.2751648351648352,0.38617886178861793,0.7037037037037037,0.25757575757575757,0.33753637245392826,1
John Henson,MIL,C,0.3333333333333335,0.2621359223300971,0.1939655172413793,0.6866666666666666,0.0,0.0,0.0,0.2783505154639176,0.2771739130434782,0.516,0.5885714285714285,0.14130434782608697,0.16513761467889906,0.6920000000000001,0.4,0.3684210526315789,0.3984375,0.08928571428571429,0.25,0.5,0.15789473684210525,0.6666666666666667,0.21019108280254775,0.7000000000000001,0.4831460674157304,0.0863247863247863,0.5744466800804829,0.3308921438082557,0.14813186813186813,0.43902439024390244,0.4118697010263275,0.3939393939393939,0.40381506627869385,2
Patrick Patterson,TOR,PF,0.38095238095238093,0.23300970873786406,0.21982758620689657,0.5346666666666666,0.34146341463414637,0.39,0.3720000000000001,0.09278350515463918,0.09782608695652173,0.458,0.5977142857142858,0.07608695652173914,0.08256880733944953,0.7170000000000001,0.25,0.37894736842105264,0.3515625,0.10714285714285714,0.3,0.15384615384615385,0.10526315789473684,0.4615384615384616,0.21019108280254775,0.7875,0.6292134831460676,0.4683760683760684,0.5211267605633803,0.5932090545938749,0.3393406593406594,0.3699186991869919,0.43908969210174,0.6363636363636364,0.1946330423537019,1
Bobby Portis,CHI,PF,0.09523809523809534,0.2815533980582524,0.21982758620689657,0.6506666666666666,0.12195121951219513,0.15000000000000002,0.333,0.24742268041237114,0.22826086956521738,0.541,0.6068571428571429,0.06521739130434782,0.08256880733944953,0.6609999999999999,0.3,0.3684210526315789,0.359375,0.044642857142857144,0.15,0.07692307692307693,0.10526315789473684,0.3846153846153847,0.21019108280254775,0.775,0.3764044943820225,0.2128205128205128,0.3440643863179075,0.2769640479360852,0.1208791208791209,0.5121951219512195,0.44265952699687583,0.4545454545454546,0.04817329453604915,0
Brandan Wright,MEM,PF,0.4761904761904763,0.2912621359223301,0.17241379310344826,0.82,0.0,0.0,0.0,0.30927835051546393,0.24999999999999994,0.619,0.7028571428571428,0.08695652173913045,0.11926605504587155,0.657,0.275,0.1789473684210526,0.21875,0.044642857142857144,0.2,0.26923076923076916,0.07017543859649122,0.3846153846153847,0.21019108280254775,0.325,0.3876404494382023,0.3051282051282051,0.4346076458752515,0.40878828229027964,0.1331868131868132,0.5365853658536585,0.27130745203034357,0.21212121212121213,0.18364047849983836,1
Alec Burks,UTAH,SG,0.2857142857142858,0.23300970873786406,0.21982758620689657,0.532,0.14634146341463417,0.18000000000000002,0.329,0.18556701030927836,0.21195652173913038,0.43,0.5142857142857142,0.15217391304347827,0.17431192660550457,0.769,0.1,0.2631578947368421,0.2265625,0.0625,0.2,0.038461538461538464,0.14035087719298245,0.3076923076923077,0.2070063694267516,0.5,0.3735955056179776,0.16752136752136748,0.29979879275653926,0.21238348868175766,0.0967032967032967,0.4186991869918699,0.3784024988844261,0.3939393939393939,0.3271904300032331,1
Devin Harris,DAL,PG,0.6666666666666667,0.20388349514563106,0.18965517241379312,0.532,0.21951219512195125,0.27,0.328,0.12371134020618557,0.125,0.476,0.553142857142857,0.1739130434782609,0.18348623853211007,0.8290000000000001,0.05,0.18947368421052632,0.15625,0.1875,0.35,0.038461538461538464,0.15789473684210525,0.41025641025641035,0.2070063694267516,0.7875,0.4073033707865169,0.4111111111111111,0.42655935613682094,0.4860186418109188,0.2153846153846154,0.45121951219512196,0.35698348951361014,0.4393939393939394,0.13579049466537343,1
Dwight Powell,DAL,C,0.2857142857142858,0.24271844660194175,0.1767241379310345,0.6866666666666666,0.07317073170731708,0.1,0.284,0.22680412371134023,0.2010869565217391,0.5710000000000001,0.6194285714285714,0.15217391304347827,0.16513761467889906,0.759,0.3,0.29473684210526313,0.3125,0.05357142857142857,0.4,0.1923076923076923,0.07017543859649122,0.4615384615384616,0.2070063694267516,0.9375,0.4241573033707866,0.3222222222222222,0.34305835010060365,0.3615179760319574,0.17142857142857143,0.5,0.282016956715752,0.4545454545454546,0.26996443582282575,1
Jaylen Brown,BOS,SF,0.04761904761904767,0.24271844660194175,0.19827586206896552,0.6053333333333333,0.14634146341463417,0.17,0.341,0.1958762886597938,0.1902173913043478,0.507,0.5805714285714285,0.11956521739130437,0.14678899082568805,0.685,0.15,0.23157894736842105,0.21875,0.07142857142857144,0.2,0.07692307692307693,0.15789473684210525,0.4615384615384616,0.2038216560509554,0.9500000000000001,0.4213483146067416,0.1264957264957265,0.35211267605633806,0.21504660452729693,0.09274725274725275,0.35365853658536583,0.5158411423471665,0.7575757575757576,0.15227934044616878,1
Michael Carter-Williams,CHI,PG,0.2857142857142858,0.24271844660194175,0.25862068965517243,0.488,0.07317073170731708,0.13999999999999999,0.234,0.22680412371134023,0.2826086956521739,0.401,0.44685714285714284,0.14130434782608697,0.15596330275229356,0.753,0.125,0.3052631578947368,0.265625,0.22321428571428573,0.4,0.1923076923076923,0.2631578947368421,0.5897435897435898,0.2038216560509554,0.5375,0.4662921348314608,0.1376068376068376,0.5070422535211268,0.3262316910785619,0.13582417582417583,0.34959349593495936,0.4912985274431061,0.3787878787878788,0.10184287099903007,1
Dante Cunningham,NO,SF,0.4761904761904763,0.2524271844660194,0.19827586206896552,0.6466666666666666,0.26829268292682934,0.27,0.392,0.16494845360824745,0.1358695652173913,0.579,0.6674285714285714,0.02173913043478261,0.03669724770642201,0.593,0.2,0.34736842105263155,0.328125,0.05357142857142857,0.3,0.15384615384615385,0.07017543859649122,0.3846153846153847,0.2038216560509554,0.8,0.6404494382022473,0.347008547008547,0.3380281690140845,0.3774966711051931,0.20263736263736265,0.34146341463414637,0.549308344489067,0.42424242424242425,0.09537665696734561,1
Kosta Koufos,SAC,C,0.38095238095238093,0.2912621359223301,0.2025862068965517,0.7346666666666667,0.0,0.0,0.0,0.30927835051546393,0.2880434782608695,0.552,0.6297142857142858,0.05434782608695653,0.08256880733944953,0.613,0.425,0.42105263157894735,0.4453125,0.0625,0.25,0.26923076923076916,0.15789473684210525,0.6153846153846154,0.2038216560509554,0.8625,0.5000000000000001,0.14102564102564102,0.6790744466800805,0.4427430093209055,0.22461538461538463,0.44308943089430897,0.3886657742079431,0.4090909090909091,0.2592951826705464,1
Andre Roberson,OKC,SF,0.2857142857142858,0.2621359223300971,0.21982758620689657,0.6186666666666667,0.14634146341463417,0.22999999999999998,0.245,0.22680412371134023,0.17934782608695649,0.609,0.5862857142857143,0.06521739130434782,0.12844036697247704,0.423,0.3,0.41052631578947363,0.3984375,0.08928571428571429,0.6,0.3846153846153846,0.10526315789473684,0.6666666666666667,0.2038216560509554,0.9625,0.7837078651685395,0.25897435897435894,0.659959758551308,0.521970705725699,0.39780219780219783,0.3048780487804878,0.607764390896921,0.696969696969697,0.06951180084060783,0
Marcus Thornton,WSH,SG,0.4761904761904763,0.24271844660194175,0.24137931034482762,0.5333333333333333,0.19512195121951223,0.24,0.35,0.1752577319587629,0.2010869565217391,0.431,0.5337142857142857,0.07608695652173914,0.07339449541284403,0.852,0.175,0.16842105263157894,0.1796875,0.10714285714285714,0.3,0.038461538461538464,0.14035087719298245,0.3846153846153847,0.2038216560509554,0.3875,0.4269662921348315,0.23846153846153845,0.06136820925553321,0.10985352862849534,0.07296703296703297,0.3455284552845529,0.48326639892904977,0.2272727272727273,0.030714516650501133,0
Sam Dekker,HOU,SF,0.1428571428571428,0.2524271844660194,0.20689655172413793,0.6306666666666666,0.19512195121951223,0.24,0.321,0.1958762886597938,0.1576086956521739,0.591,0.6205714285714284,0.05434782608695653,0.08256880733944953,0.5589999999999999,0.3,0.2631578947368421,0.2890625,0.08928571428571429,0.25,0.11538461538461536,0.08771929824561403,0.2820512820512821,0.20063694267515925,0.9375,0.4550561797752809,0.3829059829059829,0.25150905432595577,0.348202396804261,0.17406593406593407,0.4186991869918699,0.6599732262382862,0.7878787878787878,0.05463950856773359,0
Amir Johnson,BOS,PF,0.4761904761904763,0.2621359223300971,0.16379310344827586,0.768,0.07317073170731708,0.08000000000000002,0.409,0.23711340206185566,0.19565217391304343,0.612,0.6994285714285714,0.08695652173913045,0.11926605504587155,0.67,0.375,0.3263157894736842,0.359375,0.16071428571428573,0.3,0.3076923076923077,0.17543859649122806,0.6666666666666667,0.20063694267515925,0.975,0.5028089887640451,0.3974358974358974,0.7545271629778673,0.6924101198402131,0.4105494505494505,0.4349593495934959,0.46764837126282854,0.7727272727272727,0.3870029097963143,2
Darrell Arthur,DEN,PF,0.4285714285714286,0.2233009708737864,0.18965517241379312,0.5893333333333333,0.3170731707317074,0.29,0.453,0.10309278350515465,0.11956521739130432,0.429,0.6457142857142856,0.05434782608695653,0.04587155963302752,0.8640000000000001,0.15,0.22105263157894736,0.2109375,0.08928571428571429,0.25,0.1923076923076923,0.15789473684210525,0.4871794871794872,0.19745222929936307,0.48750000000000004,0.3764044943820225,0.30085470085470084,0.4144869215291751,0.39214380825565914,0.1454945054945055,0.3780487804878049,0.5528781793842028,0.30303030303030304,0.25994180407371487,1
Timothe Luwawu-Cabarrot,PHI,SF,0.09523809523809534,0.20388349514563106,0.18965517241379312,0.536,0.17073170731707318,0.22999999999999998,0.311,0.1443298969072165,0.1467391304347826,0.475,0.5382857142857143,0.16304347826086957,0.16513761467889906,0.8540000000000001,0.1,0.18947368421052632,0.171875,0.09821428571428573,0.25,0.038461538461538464,0.1929824561403509,0.5641025641025642,0.19745222929936307,0.8375,0.4213483146067416,0.1846153846153846,0.4517102615694165,0.3262316910785619,0.1507692307692308,0.28048780487804875,0.6327532351628737,0.3484848484848485,0.043970255415454254,0
Mirza Teletovic,MIL,PF,0.5714285714285714,0.21359223300970875,0.22413793103448276,0.4973333333333333,0.3658536585365854,0.44000000000000006,0.341,0.07216494845360825,0.07608695652173914,0.46,0.5691428571428571,0.05434782608695653,0.055045871559633024,0.778,0.05,0.23157894736842105,0.1796875,0.0625,0.1,0.07692307692307693,0.08771929824561403,0.41025641025641035,0.19745222929936307,0.85,0.39325842696629215,0.28888888888888886,0.3501006036217304,0.3402130492676432,0.15296703296703298,0.3130081300813008,0.4132083891120035,0.5454545454545454,0.3385063045586809,1
Leandro Barbosa,PHX,SG,0.7142857142857144,0.2524271844660194,0.21982758620689657,0.5853333333333333,0.12195121951219513,0.15000000000000002,0.35700000000000004,0.2061855670103093,0.22826086956521738,0.466,0.5519999999999999,0.06521739130434782,0.06422018348623852,0.889,0.05,0.1368421052631579,0.125,0.10714285714285714,0.25,0.038461538461538464,0.12280701754385963,0.3076923076923077,0.19426751592356686,0.8125,0.3426966292134832,0.2504273504273504,0.24346076458752516,0.2396804260985353,0.10549450549450551,0.4024390243902439,0.6108879964301654,0.30303030303030304,0.12835434852893632,1
Mindaugas Kuzminskas,NY,SF,0.38095238095238093,0.2233009708737864,0.19827586206896552,0.5706666666666667,0.19512195121951223,0.25,0.321,0.15463917525773196,0.15217391304347824,0.517,0.5725714285714285,0.08695652173913045,0.09174311926605504,0.809,0.175,0.1263157894736842,0.1484375,0.08928571428571429,0.2,0.07692307692307693,0.14035087719298245,0.3076923076923077,0.19426751592356686,0.8250000000000001,0.3567415730337079,0.31025641025641026,0.27364185110663986,0.3062583222370173,0.13362637362637364,0.3699186991869919,0.5332440874609543,0.36363636363636365,0.09279017135467184,1
Kyle O'Quinn,NY,C,0.3333333333333335,0.2621359223300971,0.18965517241379312,0.6946666666666667,0.0,0.020000000000000004,0.118,0.2783505154639176,0.2608695652173913,0.5379999999999999,0.5977142857142858,0.08695652173913045,0.10091743119266054,0.7709999999999999,0.5,0.37894736842105264,0.4375,0.13392857142857142,0.25,0.5,0.17543859649122806,0.5641025641025642,0.19426751592356686,0.9625,0.3764044943820225,0.2692307692307692,0.5110663983903421,0.43142476697736354,0.20351648351648355,0.6016260162601625,0.4622936189201243,0.4393939393939394,0.12576786291626255,1
Nemanja Bjelica,MIN,PF,0.4285714285714286,0.2233009708737864,0.2025862068965517,0.5653333333333332,0.21951219512195125,0.27,0.316,0.15463917525773196,0.14130434782608692,0.531,0.5748571428571428,0.07608695652173914,0.08256880733944953,0.738,0.225,0.3052631578947368,0.296875,0.10714285714285714,0.3,0.11538461538461536,0.15789473684210525,0.6153846153846154,0.1910828025477707,0.7875,0.452247191011236,0.31794871794871793,0.5895372233400402,0.5213049267643143,0.24439560439560443,0.3821138211382114,0.4399821508255237,0.42424242424242425,0.12188813449725185,1
